"Id","Sales"
396,7233
397,7382
398,6997
399,6070
400,4461
401,6007
402,9148
403,9550
404,11913
405,13098
406,9067
407,4993
408,5392
409,11930
410,11405
411,9179
412,9858
413,10038
414,6507
415,4644
416,12119
417,6690
418,7901
419,7383
420,3868
421,13183
422,6342
423,6069
424,5250
425,6645
426,7516
427,10432
428,7176
429,4912
430,6113
431,5258
432,3796
433,8272
434,20049
435,6148
436,6171
437,8034
438,5830
439,6497
440,5269
441,5612
442,8332
443,8150
444,4894
445,10338
446,7474
447,5762
448,9601
449,9799
450,11186
451,7073
452,8540
453,5463
454,6628
455,16507
456,10698
457,7064
458,5921
459,5456
460,6604
461,5383
462,10847
463,5713
464,6554
465,8059
466,5569
467,7482
468,8377
469,9307
470,8285
471,5206
472,6357
473,7908
474,11275
475,10043
476,7694
477,5569
478,8290
479,7046
480,NA
481,8428
482,8455
483,7720
484,6879
485,7548
486,8678
487,6225
488,7682
489,7564
490,7780
491,10072
492,6728
493,5945
494,13459
495,7246
496,4183
497,9448
498,9917
499,12739
500,5716
501,6928
502,7011
503,8661
504,7041
505,9567
506,3734
507,7385
508,7462
509,6967
510,5890
511,7832
512,10643
513,5225
514,10190
515,8255
516,10391
517,5011
518,7818
519,6903
520,8319
521,9890
522,5458
523,7885
524,9259
525,8661
526,5446
527,4228
528,8804
529,8590
530,9433
531,8535
532,6601
533,9743
534,8389
535,9001
536,8875
537,7145
538,9196
539,12470
540,9472
541,5329
542,7121
543,5267
544,1346
545,9878
546,6380
547,10106
548,5389
549,8371
550,7618
551,12293
552,5113
553,6372
554,7052
555,9289
556,5852
557,8401
558,8338
559,11070
560,7974
561,7630
562,6434
563,5541
564,5731
565,12534
566,11223
567,6739
568,15820
569,7644
570,6066
571,7502
572,9521
573,11377
574,8148
575,8841
576,9389
577,8166
578,7206
579,6859
580,6691
581,5797
582,4970
583,6765
584,10484
585,18180
586,7342
587,5826
588,8813
589,4512
590,7032
591,4290
592,9897
593,6961
594,7392
595,15457
596,11534
597,7966
598,7786
599,3998
600,6566
601,6252
602,9622
603,5762
604,4515
605,7091
606,6221
607,9440
608,7632
609,3516
610,8207
611,9103
612,9462
613,6153
614,5737
615,8957
616,4810
617,11012
618,6132
619,5850
620,8069
621,7219
622,5293
623,7370
624,8464
625,10823
626,11914
627,6668
628,4584
629,6595
630,9536
631,5961
632,7654
633,6995
634,13370
635,9253
636,6902
637,8038
638,5203
639,10303
640,6949
641,15502
642,7547
643,6576
644,6220
645,4159
646,8742
647,19959
648,5358
649,5267
650,11461
651,7890
652,7739
653,9173
654,7369
655,5784
656,5609
657,10719
658,7071
659,8272
660,8020
661,5411
662,8080
663,6492
664,3999
665,9870
666,9735
667,5135
668,8366
669,8083
670,5191
671,10704
672,6599
673,9780
674,5197
675,6164
676,7268
677,1204
678,8658
679,5360
680,7350
681,5659
682,6490
683,6201
684,7734
685,8338
686,8872
687,6817
688,8774
689,7277
690,10653
691,10431
692,7512
693,3772
694,6686
695,8615
696,5231
697,12703
698,6851
699,9911
700,12886
701,6863
702,5579
703,12708
704,11381
705,6144
706,10924
707,11290
708,6618
709,6075
710,8181
711,6870
712,6470
713,8152
714,5891
715,7078
716,8644
717,7921
718,9779
719,6735
720,8065
721,4354
722,8820
723,8176
724,6786
725,7969
726,8516
727,10786
728,6882
729,6022
730,7098
731,7763
732,8693
733,5073
734,5100
735,9153
736,7055
737,7013
738,9074
739,7107
740,8362
741,5560
742,4687
743,8045
744,7405
745,8271
746,11262
747,10240
748,5572
749,10141
750,4075
751,4174
752,7628
753,13065
754,9143
755,8704
756,6291
757,8516
758,11923
759,7324
760,9364
761,7385
762,5237
763,6260
764,6332
765,6880
766,5960
767,6317
768,4904
769,8407
770,9429
771,6221
772,7065
773,8023
774,6416
775,5472
776,10204
777,9211
778,6564
779,4996
780,15655
781,7059
782,6923
783,10977
784,9956
785,8825
786,6931
787,8478
788,11693
789,16046
790,6117
791,6040
792,5599
793,7917
794,6748
795,9115
796,10541
797,6778
798,4943
799,7630
800,9026
801,6044
802,8302
803,4609
804,8644
805,9013
806,8726
807,11080
808,7357
809,4361
810,7070
811,8808
812,9588
813,8702
814,8217
815,7856
816,5076
817,10853
818,4998
819,12121
820,6560
821,4981
822,8074
823,7051
824,8353
825,8411
826,4253
827,5511
828,8548
829,10853
830,11285
831,5650
832,7064
833,9920
834,7175
835,6368
836,11479
837,9890
838,12721
839,4847
840,6438
841,10373
842,9089
843,6977
844,11922
845,7848
846,5917
847,6222
848,5556
849,5877
850,7858
851,6030
852,6500
853,12763
854,7422
855,22079
856,7195
857,5281
858,8797
859,10465
860,7044
861,7519
862,6280
863,9125
864,9225
865,6335
866,6638
867,7844
868,9065
869,7886
870,8855
871,6890
872,5390
873,6708
874,11228
875,12835
876,11737
877,8769
878,6273
879,6683
880,5141
881,9420
882,11991
883,10029
884,7232
885,6275
886,5388
887,5959
888,12093
889,8344
890,6121
891,6550
892,8455
893,4572
894,8308
895,5087
896,7319
897,8613
898,6294
899,8105
900,7547
901,5317
902,7870
903,8019
904,12001
905,6765
906,9619
907,7901
908,10865
909,7790
910,11106
911,5888
912,5559
913,7434
914,6556
915,10288
916,8899
917,6688
918,8614
919,7319
920,11300
921,4540
922,15099
923,5793
924,6854
925,9687
926,6484
927,7329
928,7469
929,8694
930,5909
931,5939
932,8610
933,8580
934,8724
935,5340
936,8032
937,11918
938,7406
939,5170
940,7901
941,6551
942,7832
943,7795
944,4703
945,9256
946,7046
947,8415
948,7620
949,5152
950,7910
951,6337
952,8661
953,10618
954,5796
955,6107
956,7104
957,6729
958,6670
959,9404
960,7755
961,8622
962,6642
963,5309
964,7744
965,8814
966,9896
967,9243
968,9435
969,6728
970,9813
971,7123
972,9295
973,10175
974,7909
975,11601
976,8738
977,9424
978,6764
979,8134
980,9256
981,7805
982,4727
983,6536
984,9300
985,8188
986,5918
987,10425
988,7519
989,6352
990,6573
991,6630
992,8709
993,8248
994,8268
995,6111
996,5739
997,7809
998,4467
999,7446
1000,6067
1001,10236
1002,8286
1003,7289
1004,9760
1005,6691
1006,5393
1007,12336
1008,8216
1009,9382
1010,8646
1011,5923
1012,6846
1013,6188
1014,8639
1015,13742
1016,6826
1017,3847
1018,5679
1019,9652
1020,10600
1021,7654
1022,8543
1023,5293
1024,6154
1025,3725
1026,5896
1027,6660
1028,7584
1029,8561
1030,7219
1031,8826
1032,10206
1033,8515
1034,5655
1035,10747
1036,13665
1037,7555
1038,9070
1039,5940
1040,7449
1041,5211
1042,8801
1043,6524
1044,9823
1045,8175
1046,10327
1047,9461
1048,6051
1049,10295
1050,21179
1051,12840
1052,7288
1053,3445
1054,7182
1055,11627
1056,6427
1057,12136
1058,20981
1059,3873
1060,6364
1061,9858
1062,6039
1063,11572
1064,8024
1065,8578
1066,3888
1067,8552
1068,7656
1069,8412
1070,10717
1071,6995
1072,6539
1073,7836
1074,6432
1075,5556
1076,8795
1077,6740
1078,7273
1079,8746
1080,7081
1081,6162
1082,8451
1083,8561
1084,9509
1085,6799
1086,7874
1087,6366
1088,4344
1089,7516
1090,8358
1091,6123
1092,5159
1093,11172
1094,8667
1095,10691
1096,7771
1097,6825
1098,6294
1099,4997
1100,11744
1101,5912
1102,8903
1103,16979
1104,8208
1105,7787
1106,5569
1107,5324
1108,8536
1109,4762
1110,7407
1111,11405
1112,6239
1113,18174
1114,16586
1115,5436
1116,8592
1117,5807
1118,7753
1119,6453
1120,12373
1121,8630
1122,10539
1123,5492
1124,7860
1125,5173
1126,9713
1127,8197
1128,7163
1129,7403
1130,5794
1131,9662
1132,10629
1133,6155
1134,12161
1135,7463
1136,10737
1137,5352
1138,6365
1139,6398
1140,12182
1141,7545
1142,8915
1143,8252
1144,10294
1145,4972
1146,9139
1147,7098
1148,4687
1149,16955
1150,19118
1151,8841
1152,9645
1153,11376
1154,12239
1155,12100
1156,7124
1157,9047
1158,6887
1159,9647
1160,4698
1161,6812
1162,6509
1163,6420
1164,8836
1165,5736
1166,5899
1167,6918
1168,4420
1169,5500
1170,6406
1171,8015
1172,10692
1173,9545
1174,8310
1175,6925
1176,6985
1177,12692
1178,9313
1179,6703
1180,5021
1181,9914
1182,5051
1183,7736
1184,3849
1185,6253
1186,9582
1187,7058
1188,6165
1189,9592
1190,10821
1191,12821
1192,6777
1193,10594
1194,3918
1195,6141
1196,7224
1197,5168
1198,8927
1199,6263
1200,5805
1201,10167
1202,13396
1203,9831
1204,6195
1205,6487
1206,9016
1207,7776
1208,7362
1209,5588
1210,8229
1211,11565
1212,5372
1213,7417
1214,9148
1215,9771
1216,14948
1217,6935
1218,14976
1219,8100
1220,5892
1221,4436
1222,7421
1223,7300
1224,6135
1225,8194
1226,5370
1227,5273
1228,8125
1229,4273
1230,8695
1231,7854
1232,9161
1233,9718
1234,6331
1235,10471
1236,7274
1237,5753
1238,5655
1239,6325
1240,12513
1241,7434
1242,5744
1243,9348
1244,9893
1245,8162
1246,7636
1247,9907
1248,6046
1249,5859
1250,6861
1251,9879
1252,7233
1253,7382
1254,6997
1255,6070
1256,4461
1257,6007
1258,9148
1259,9550
1260,11913
1261,13098
1262,9067
1263,4993
1264,5392
1265,11930
1266,11405
1267,9179
1268,9858
1269,10038
1270,6507
1271,4644
1272,12119
1273,6690
1274,7901
1275,7383
1276,3868
1277,13183
1278,6342
1279,6069
1280,5250
1281,6645
1282,7516
1283,10432
1284,7176
1285,4912
1286,6113
1287,5258
1288,3796
1289,8272
1290,20049
1291,6148
1292,6171
1293,8034
1294,5830
1295,6497
1296,5269
1297,5612
1298,8332
1299,8150
1300,4894
1301,10338
1302,7474
1303,5762
1304,9601
1305,9799
1306,11186
1307,7073
1308,8540
1309,5463
1310,6628
1311,16507
1312,10698
1313,7064
1314,5921
1315,5456
1316,6604
1317,5383
1318,10847
1319,5713
1320,6554
1321,8059
1322,5569
1323,7482
1324,8377
1325,9307
1326,8285
1327,5206
1328,6357
1329,7908
1330,11275
1331,10043
1332,7694
1333,5569
1334,8290
1335,7046
1336,NA
1337,8428
1338,8455
1339,7720
1340,6879
1341,7548
1342,8678
1343,6225
1344,7682
1345,7564
1346,7780
1347,10072
1348,6728
1349,5945
1350,13459
1351,7246
1352,4183
1353,9448
1354,9917
1355,12739
1356,5716
1357,6928
1358,7011
1359,8661
1360,7041
1361,9567
1362,3734
1363,7385
1364,7462
1365,6967
1366,5890
1367,7832
1368,10643
1369,5225
1370,10190
1371,8255
1372,10391
1373,5011
1374,7818
1375,6903
1376,8319
1377,9890
1378,5458
1379,7885
1380,9259
1381,8661
1382,5446
1383,4228
1384,8804
1385,8590
1386,9433
1387,8535
1388,6601
1389,9743
1390,8389
1391,9001
1392,8875
1393,7145
1394,9196
1395,12470
1396,9472
1397,5329
1398,7121
1399,5267
1400,1346
1401,9878
1402,6380
1403,10106
1404,5389
1405,8371
1406,7618
1407,12293
1408,5113
1409,6372
1410,7052
1411,9289
1412,5852
1413,8401
1414,8338
1415,11070
1416,7974
1417,7630
1418,6434
1419,5541
1420,5731
1421,12534
1422,11223
1423,6739
1424,15820
1425,7644
1426,6066
1427,7502
1428,9521
1429,11377
1430,8148
1431,8841
1432,9389
1433,8166
1434,7206
1435,6859
1436,6691
1437,5797
1438,4970
1439,6765
1440,10484
1441,18180
1442,7342
1443,5826
1444,8813
1445,4512
1446,7032
1447,4290
1448,9897
1449,6961
1450,7392
1451,15457
1452,11534
1453,7966
1454,7786
1455,3998
1456,6566
1457,6252
1458,9622
1459,5762
1460,4515
1461,7091
1462,6221
1463,9440
1464,7632
1465,3516
1466,8207
1467,9103
1468,9462
1469,6153
1470,5737
1471,8957
1472,4810
1473,11012
1474,6132
1475,5850
1476,8069
1477,7219
1478,5293
1479,7370
1480,8464
1481,10823
1482,11914
1483,6668
1484,4584
1485,6595
1486,9536
1487,5961
1488,7654
1489,6995
1490,13370
1491,9253
1492,6902
1493,8038
1494,5203
1495,10303
1496,6949
1497,15502
1498,7547
1499,6576
1500,6220
1501,4159
1502,8742
1503,19959
1504,5358
1505,5267
1506,11461
1507,7890
1508,7739
1509,9173
1510,7369
1511,5784
1512,5609
1513,10719
1514,7071
1515,8272
1516,8020
1517,5411
1518,8080
1519,6492
1520,3999
1521,9870
1522,9735
1523,5135
1524,8366
1525,8083
1526,5191
1527,10704
1528,6599
1529,9780
1530,5197
1531,6164
1532,7268
1533,1204
1534,8658
1535,5360
1536,7350
1537,5659
1538,6490
1539,6201
1540,7734
1541,8338
1542,8872
1543,6817
1544,8774
1545,7277
1546,10653
1547,10431
1548,7512
1549,3772
1550,6686
1551,8615
1552,5231
1553,12703
1554,6851
1555,9911
1556,12886
1557,6863
1558,5579
1559,12708
1560,11381
1561,6144
1562,10924
1563,11290
1564,6618
1565,6075
1566,8181
1567,6870
1568,6470
1569,8152
1570,5891
1571,7078
1572,8644
1573,7921
1574,9779
1575,6735
1576,8065
1577,4354
1578,8820
1579,8176
1580,6786
1581,7969
1582,8516
1583,10786
1584,6882
1585,6022
1586,7098
1587,7763
1588,8693
1589,5073
1590,5100
1591,9153
1592,7055
1593,7013
1594,9074
1595,7107
1596,8362
1597,5560
1598,4687
1599,8045
1600,7405
1601,8271
1602,11262
1603,10240
1604,5572
1605,10141
1606,4075
1607,4174
1608,7628
1609,13065
1610,9143
1611,8704
1612,6291
1613,8516
1614,11923
1615,7324
1616,9364
1617,7385
1618,5237
1619,6260
1620,6332
1621,6880
1622,5960
1623,6317
1624,4904
1625,8407
1626,9429
1627,6221
1628,7065
1629,8023
1630,6416
1631,5472
1632,10204
1633,9211
1634,6564
1635,4996
1636,15655
1637,7059
1638,6923
1639,10977
1640,9956
1641,8825
1642,6931
1643,8478
1644,11693
1645,16046
1646,6117
1647,6040
1648,5599
1649,7917
1650,6748
1651,9115
1652,10541
1653,6778
1654,4943
1655,7630
1656,9026
1657,6044
1658,8302
1659,4609
1660,8644
1661,9013
1662,8726
1663,11080
1664,7357
1665,4361
1666,7070
1667,8808
1668,9588
1669,8702
1670,8217
1671,7856
1672,5076
1673,10853
1674,4998
1675,12121
1676,6560
1677,4981
1678,8074
1679,7051
1680,8353
1681,8411
1682,4253
1683,5511
1684,8548
1685,10853
1686,11285
1687,5650
1688,7064
1689,9920
1690,7175
1691,6368
1692,11479
1693,9890
1694,12721
1695,4847
1696,6438
1697,10373
1698,9089
1699,6977
1700,11922
1701,7848
1702,5917
1703,6222
1704,5556
1705,5877
1706,7858
1707,6030
1708,6500
1709,12763
1710,7422
1711,22079
1712,7195
1713,5281
1714,8797
1715,10465
1716,7044
1717,7519
1718,6280
1719,9125
1720,9225
1721,6335
1722,6638
1723,7844
1724,9065
1725,7886
1726,8855
1727,6890
1728,5390
1729,6708
1730,11228
1731,12835
1732,11737
1733,8769
1734,6273
1735,6683
1736,5141
1737,9420
1738,11991
1739,10029
1740,7232
1741,6275
1742,5388
1743,5959
1744,12093
1745,8344
1746,6121
1747,6550
1748,8455
1749,4572
1750,8308
1751,5087
1752,7319
1753,8613
1754,6294
1755,8105
1756,7547
1757,5317
1758,7870
1759,8019
1760,12001
1761,6765
1762,9619
1763,7901
1764,10865
1765,7790
1766,11106
1767,5888
1768,5559
1769,7434
1770,6556
1771,10288
1772,8899
1773,6688
1774,8614
1775,7319
1776,11300
1777,4540
1778,15099
1779,5793
1780,6854
1781,9687
1782,6484
1783,7329
1784,7469
1785,8694
1786,5909
1787,5939
1788,8610
1789,8580
1790,8724
1791,5340
1792,8032
1793,11918
1794,7406
1795,5170
1796,7901
1797,6551
1798,7832
1799,7795
1800,4703
1801,9256
1802,7046
1803,8415
1804,7620
1805,5152
1806,7910
1807,6337
1808,8661
1809,10618
1810,5796
1811,6107
1812,7104
1813,6729
1814,6670
1815,9404
1816,7755
1817,8622
1818,6642
1819,5309
1820,7744
1821,8814
1822,9896
1823,9243
1824,9435
1825,6728
1826,9813
1827,7123
1828,9295
1829,10175
1830,7909
1831,11601
1832,8738
1833,9424
1834,6764
1835,8134
1836,9256
1837,7805
1838,4727
1839,6536
1840,9300
1841,8188
1842,5918
1843,10425
1844,7519
1845,6352
1846,6573
1847,6630
1848,8709
1849,8248
1850,8268
1851,6111
1852,5739
1853,7809
1854,4467
1855,7446
1856,6067
1857,10236
1858,8286
1859,7289
1860,9760
1861,6691
1862,5393
1863,12336
1864,8216
1865,9382
1866,8646
1867,5923
1868,6846
1869,6188
1870,8639
1871,13742
1872,6826
1873,3847
1874,5679
1875,9652
1876,10600
1877,7654
1878,8543
1879,5293
1880,6154
1881,3725
1882,5896
1883,6660
1884,7584
1885,8561
1886,7219
1887,8826
1888,10206
1889,8515
1890,5655
1891,10747
1892,13665
1893,7555
1894,9070
1895,5940
1896,7449
1897,5211
1898,8801
1899,6524
1900,9823
1901,8175
1902,10327
1903,9461
1904,6051
1905,10295
1906,21179
1907,12840
1908,7288
1909,3445
1910,7182
1911,11627
1912,6427
1913,12136
1914,20981
1915,3873
1916,6364
1917,9858
1918,6039
1919,11572
1920,8024
1921,8578
1922,3888
1923,8552
1924,7656
1925,8412
1926,10717
1927,6995
1928,6539
1929,7836
1930,6432
1931,5556
1932,8795
1933,6740
1934,7273
1935,8746
1936,7081
1937,6162
1938,8451
1939,8561
1940,9509
1941,6799
1942,7874
1943,6366
1944,4344
1945,7516
1946,8358
1947,6123
1948,5159
1949,11172
1950,8667
1951,10691
1952,7771
1953,6825
1954,6294
1955,4997
1956,11744
1957,5912
1958,8903
1959,16979
1960,8208
1961,7787
1962,5569
1963,5324
1964,8536
1965,4762
1966,7407
1967,11405
1968,6239
1969,18174
1970,16586
1971,5436
1972,8592
1973,5807
1974,7753
1975,6453
1976,12373
1977,8630
1978,10539
1979,5492
1980,7860
1981,5173
1982,9713
1983,8197
1984,7163
1985,7403
1986,5794
1987,9662
1988,10629
1989,6155
1990,12161
1991,7463
1992,10737
1993,5352
1994,6365
1995,6398
1996,12182
1997,7545
1998,8915
1999,8252
2000,10294
2001,4972
2002,9139
2003,7098
2004,4687
2005,16955
2006,19118
2007,8841
2008,9645
2009,11376
2010,12239
2011,12100
2012,7124
2013,9047
2014,6887
2015,9647
2016,4698
2017,6812
2018,6509
2019,6420
2020,8836
2021,5736
2022,5899
2023,6918
2024,4420
2025,5500
2026,6406
2027,8015
2028,10692
2029,9545
2030,8310
2031,6925
2032,6985
2033,12692
2034,9313
2035,6703
2036,5021
2037,9914
2038,5051
2039,7736
2040,3849
2041,6253
2042,9582
2043,7058
2044,6165
2045,9592
2046,10821
2047,12821
2048,6777
2049,10594
2050,3918
2051,6141
2052,7224
2053,5168
2054,8927
2055,6263
2056,5805
2057,10167
2058,13396
2059,9831
2060,6195
2061,6487
2062,9016
2063,7776
2064,7362
2065,5588
2066,8229
2067,11565
2068,5372
2069,7417
2070,9148
2071,9771
2072,14948
2073,6935
2074,14976
2075,8100
2076,5892
2077,4436
2078,7421
2079,7300
2080,6135
2081,8194
2082,5370
2083,5273
2084,8125
2085,4273
2086,8695
2087,7854
2088,9161
2089,9718
2090,6331
2091,10471
2092,7274
2093,5753
2094,5655
2095,6325
2096,12513
2097,7434
2098,5744
2099,9348
2100,9893
2101,8162
2102,7636
2103,9907
2104,6046
2105,5859
2106,6861
2107,9879
2108,7233
2109,7382
2110,6997
2111,6070
2112,4461
2113,6007
2114,9148
2115,9550
2116,11913
2117,13098
2118,9067
2119,4993
2120,5392
2121,11930
2122,11405
2123,9179
2124,9858
2125,10038
2126,6507
2127,4644
2128,12119
2129,6690
2130,7901
2131,7383
2132,3868
2133,13183
2134,6342
2135,6069
2136,5250
2137,6645
2138,7516
2139,10432
2140,7176
2141,4912
2142,6113
2143,5258
2144,3796
2145,8272
2146,20049
2147,6148
2148,6171
2149,8034
2150,5830
2151,6497
2152,5269
2153,5612
2154,8332
2155,8150
2156,4894
2157,10338
2158,7474
2159,5762
2160,9601
2161,9799
2162,11186
2163,7073
2164,8540
2165,5463
2166,6628
2167,16507
2168,10698
2169,7064
2170,5921
2171,5456
2172,6604
2173,5383
2174,10847
2175,5713
2176,6554
2177,8059
2178,5569
2179,7482
2180,8377
2181,9307
2182,8285
2183,5206
2184,6357
2185,7908
2186,11275
2187,10043
2188,7694
2189,5569
2190,8290
2191,7046
2192,NA
2193,8428
2194,8455
2195,7720
2196,6879
2197,7548
2198,8678
2199,6225
2200,7682
2201,7564
2202,7780
2203,10072
2204,6728
2205,5945
2206,13459
2207,7246
2208,4183
2209,9448
2210,9917
2211,12739
2212,5716
2213,6928
2214,7011
2215,8661
2216,7041
2217,9567
2218,3734
2219,7385
2220,7462
2221,6967
2222,5890
2223,7832
2224,10643
2225,5225
2226,10190
2227,8255
2228,10391
2229,5011
2230,7818
2231,6903
2232,8319
2233,9890
2234,5458
2235,7885
2236,9259
2237,8661
2238,5446
2239,4228
2240,8804
2241,8590
2242,9433
2243,8535
2244,6601
2245,9743
2246,8389
2247,9001
2248,8875
2249,7145
2250,9196
2251,12470
2252,9472
2253,5329
2254,7121
2255,5267
2256,1346
2257,9878
2258,6380
2259,10106
2260,5389
2261,8371
2262,7618
2263,12293
2264,5113
2265,6372
2266,7052
2267,9289
2268,5852
2269,8401
2270,8338
2271,11070
2272,7974
2273,7630
2274,6434
2275,5541
2276,5731
2277,12534
2278,11223
2279,6739
2280,15820
2281,7644
2282,6066
2283,7502
2284,9521
2285,11377
2286,8148
2287,8841
2288,9389
2289,8166
2290,7206
2291,6859
2292,6691
2293,5797
2294,4970
2295,6765
2296,10484
2297,18180
2298,7342
2299,5826
2300,8813
2301,4512
2302,7032
2303,4290
2304,9897
2305,6961
2306,7392
2307,15457
2308,11534
2309,7966
2310,7786
2311,3998
2312,6566
2313,6252
2314,9622
2315,5762
2316,4515
2317,7091
2318,6221
2319,9440
2320,7632
2321,3516
2322,8207
2323,9103
2324,9462
2325,6153
2326,5737
2327,8957
2328,4810
2329,11012
2330,6132
2331,5850
2332,8069
2333,7219
2334,5293
2335,7370
2336,8464
2337,10823
2338,11914
2339,6668
2340,4584
2341,6595
2342,9536
2343,5961
2344,7654
2345,6995
2346,13370
2347,9253
2348,6902
2349,8038
2350,5203
2351,10303
2352,6949
2353,15502
2354,7547
2355,6576
2356,6220
2357,4159
2358,8742
2359,19959
2360,5358
2361,5267
2362,11461
2363,7890
2364,7739
2365,9173
2366,7369
2367,5784
2368,5609
2369,10719
2370,7071
2371,8272
2372,8020
2373,5411
2374,8080
2375,6492
2376,3999
2377,9870
2378,9735
2379,5135
2380,8366
2381,8083
2382,5191
2383,10704
2384,6599
2385,9780
2386,5197
2387,6164
2388,7268
2389,1204
2390,8658
2391,5360
2392,7350
2393,5659
2394,6490
2395,6201
2396,7734
2397,8338
2398,8872
2399,6817
2400,8774
2401,7277
2402,10653
2403,10431
2404,7512
2405,3772
2406,6686
2407,8615
2408,5231
2409,12703
2410,6851
2411,9911
2412,12886
2413,6863
2414,5579
2415,12708
2416,11381
2417,6144
2418,10924
2419,11290
2420,6618
2421,6075
2422,8181
2423,6870
2424,6470
2425,8152
2426,5891
2427,7078
2428,8644
2429,7921
2430,9779
2431,6735
2432,8065
2433,4354
2434,8820
2435,8176
2436,6786
2437,7969
2438,8516
2439,10786
2440,6882
2441,6022
2442,7098
2443,7763
2444,8693
2445,5073
2446,5100
2447,9153
2448,7055
2449,7013
2450,9074
2451,7107
2452,8362
2453,5560
2454,4687
2455,8045
2456,7405
2457,8271
2458,11262
2459,10240
2460,5572
2461,10141
2462,4075
2463,4174
2464,7628
2465,13065
2466,9143
2467,8704
2468,6291
2469,8516
2470,11923
2471,7324
2472,9364
2473,7385
2474,5237
2475,6260
2476,6332
2477,6880
2478,5960
2479,6317
2480,4904
2481,8407
2482,9429
2483,6221
2484,7065
2485,8023
2486,6416
2487,5472
2488,10204
2489,9211
2490,6564
2491,4996
2492,15655
2493,7059
2494,6923
2495,10977
2496,9956
